x,y,z
-0.49899,-0.57712,0.89824
-0.49580,-0.55719,0.89336
-0.49484,-0.55078,0.89190
-0.49881,-0.53982,0.89783
-0.49749,-0.54348,0.89587
-0.49617,-0.54714,0.89389
-0.49970,-0.57509,0.88433
-0.49881,-0.56333,0.88297
-0.49740,-0.55636,0.88087
-0.49631,-0.53947,0.87920
-0.49364,-0.54664,0.87529
-0.49498,-0.54306,0.87725
-0.49988,-0.52560,0.89941
-0.49927,-0.51981,0.89847
-0.49871,-0.53454,0.89768
-0.49942,-0.53280,0.88376
-0.49810,-0.53641,0.88184
-0.49965,-0.50779,0.88401
-0.49856,-0.51660,0.88243
-0.49839,-0.51140,0.88218
-0.06556,-0.61945,0.88327
0.20562,-0.65167,0.90964
0.17538,-0.63118,0.88839
-0.05130,-0.72235,0.99512
-0.10877,-0.68573,0.95601
-0.06049,-0.69169,0.96147
0.11192,-0.71895,0.98502
0.20216,-0.73378,0.99711
0.17688,-0.70476,0.97074
0.15843,-0.70133,0.96421
0.11124,-0.67192,0.93414
-0.48935,-0.58896,0.86911
-0.49170,-0.58658,0.87257
-0.48428,-0.58777,0.86163
-0.42674,-0.59818,0.86669
-0.49380,-0.58367,0.85654
-0.49526,-0.58016,0.85862
-0.40967,-0.58987,0.85684
-0.49671,-0.57663,0.86069
-0.49768,-0.57251,0.86207
-0.49960,-0.56427,0.86479
-0.49818,-0.56782,0.86276
-0.49912,-0.55845,0.86409
-0.49915,-0.57141,0.84947
-0.49769,-0.57490,0.84744
-0.49729,-0.55866,0.84682
-0.49870,-0.55516,0.84880
-0.49863,-0.54478,0.84866
-0.49954,-0.54071,0.84991
-0.49717,-0.52037,0.86116
-0.49977,-0.51328,0.86485
-0.49417,-0.53203,0.85689
-0.49283,-0.53554,0.85499
-0.49502,-0.52797,0.85810
-0.49587,-0.52390,0.85929
-0.49889,-0.52983,0.84896
-0.49962,-0.52063,0.84996
-0.49829,-0.52413,0.84811
-0.49932,-0.51039,0.84950
-0.49752,-0.51334,0.84700
-0.48262,-0.56136,0.82627
-0.49343,-0.54945,0.82374
-0.49201,-0.55285,0.82181
-0.49485,-0.54605,0.82567
-0.49653,-0.54089,0.81473
-0.46377,-0.55055,0.81338
-0.45311,-0.55205,0.81552
-0.49826,-0.51990,0.83022
-0.49690,-0.52333,0.82839
-0.49911,-0.51592,0.83136
-0.49141,-0.53694,0.82094
-0.49369,-0.52960,0.82402
-0.49280,-0.53356,0.82282
-0.49554,-0.52675,0.82654
-0.49767,-0.52228,0.81619
-0.32657,-0.57578,0.83995
-0.34095,-0.55393,0.81561
-0.29000,-0.55232,0.81339
-0.22258,-0.56130,0.82248
-0.17232,-0.56563,0.82643
-0.12946,-0.55557,0.81463
-0.29507,-0.59844,0.86482
-0.15669,-0.58785,0.85022
-0.49462,-0.54369,0.81218
-0.44139,-0.54932,0.81132
-0.41580,-0.54303,0.80336
-0.48588,-0.53834,0.80049
-0.49472,-0.52167,0.79868
-0.42118,-0.53510,0.79450
-0.35950,-0.52451,0.78252
-0.23263,-0.54473,0.80429
-0.24189,-0.52829,0.78584
-0.20022,-0.53297,0.79058
-0.18254,-0.52828,0.78543
-0.28607,-0.51430,0.77079
-0.12656,-0.50156,0.75492
-0.08029,-0.60719,0.86840
-0.11282,-0.59145,0.85207
-0.10606,-0.59009,0.85175
0.00599,-0.60660,0.86704
-0.00195,-0.58949,0.84888
0.01137,-0.59017,0.84951
0.03172,-0.59359,0.85245
0.02406,-0.58469,0.84333
-0.06943,-0.55608,0.81455
-0.00905,-0.57716,0.83573
0.01645,-0.57511,0.83339
0.03553,-0.57579,0.83331
0.04047,-0.56415,0.82061
0.04639,-0.56347,0.81946
0.13189,-0.56364,0.81762
0.14145,-0.61722,0.87482
0.10338,-0.60719,0.86512
0.10619,-0.59151,0.84764
0.17336,-0.60552,0.85997
0.19682,-0.61002,0.86441
0.21192,-0.60507,0.86005
0.23542,-0.60745,0.86094
-0.07923,-0.50088,0.75362
0.04536,-0.51965,0.77287
0.04878,-0.50664,0.75871
0.05351,-0.50116,0.75242
0.22793,-0.55813,0.81064
0.17913,-0.51214,0.76227
0.34347,-0.73614,0.99647
0.25428,-0.72609,0.98758
0.29910,-0.72431,0.98446
0.26468,-0.68929,0.94785
0.34859,-0.70569,0.96354
0.53400,-0.68603,0.93989
0.58146,-0.69398,0.94792
0.58806,-0.68694,0.94131
0.56199,-0.70389,0.95841
0.51509,-0.73700,0.99290
0.34909,-0.67355,0.92962
0.38105,-0.67177,0.92661
0.42566,-0.67386,0.92904
0.43911,-0.65037,0.90371
0.49420,-0.65201,0.90459
0.56178,-0.64389,0.89792
0.59589,-0.65136,0.90392
0.60464,-0.64112,0.89939
0.59515,-0.61882,0.87644
0.64428,-0.62854,0.88439
0.79665,-0.64648,0.89968
0.73986,-0.63222,0.88502
0.86486,-0.63346,0.88143
0.91478,-0.65070,0.90220
0.72367,-0.73111,0.98947
0.77136,-0.73287,0.98869
0.70385,-0.69764,0.95473
0.78961,-0.69908,0.95530
0.99241,-0.71710,0.97142
0.92321,-0.71144,0.96557
0.81609,-0.73554,0.99348
0.89104,-0.73573,0.99362
0.69639,-0.67087,0.93347
0.75873,-0.65978,0.91391
0.85712,-0.66841,0.91593
0.87156,-0.66131,0.91407
0.98946,-0.67106,0.92235
0.94722,-0.66146,0.90987
0.26904,-0.61071,0.86471
0.32057,-0.59263,0.84483
0.36765,-0.60438,0.85689
0.50799,-0.57134,0.82325
0.53152,-0.56098,0.81261
0.60679,-0.56939,0.82161
0.45814,-0.61592,0.87304
0.45308,-0.61509,0.86657
0.57879,-0.62072,0.87290
0.25855,-0.55718,0.80895
0.28991,-0.51571,0.76450
0.32118,-0.50049,0.75071
0.35735,-0.51746,0.76630
0.52666,-0.54490,0.79600
0.52622,-0.53353,0.78399
0.55285,-0.54827,0.79827
0.60441,-0.55629,0.80735
0.61167,-0.55207,0.80208
0.77241,-0.61582,0.86670
0.80466,-0.60120,0.85194
0.69107,-0.58097,0.83210
0.93171,-0.51239,0.76029
-0.43251,-1.12427,0.61474
-0.41684,-1.08767,0.59486
-0.41262,-1.06416,0.59908
-0.41073,-1.06947,0.60520
-0.40711,-1.07191,0.60225
-0.42058,-1.08522,0.59778
-0.41309,-1.09010,0.59194
-0.42169,-1.09758,0.56948
-0.41779,-1.09996,0.56670
-0.41388,-1.10231,0.56390
-0.40771,-1.05801,0.57346
-0.40169,-1.07138,0.59037
-0.40365,-1.07822,0.58462
-0.39316,-1.04854,0.59097
-0.39884,-1.05678,0.57386
-0.40401,-1.06035,0.57070
-0.39517,-1.05909,0.57106
-0.40251,-1.05445,0.57666
-0.40029,-1.06267,0.56793
-0.40376,-1.04140,0.59961
-0.38463,-0.99963,0.56318
-0.42874,-1.10893,0.56019
-0.42474,-1.11130,0.55746
-0.42073,-1.11365,0.55472
-0.42055,-1.09653,0.54160
-0.41654,-1.09882,0.53898
-0.41252,-1.10110,0.53635
-0.40655,-1.06317,0.55195
-0.40917,-1.06455,0.54057
-0.40274,-1.06545,0.54930
-0.40530,-1.06680,0.53799
-0.40142,-1.06903,0.53540
-0.39178,-1.04968,0.54170
-0.41183,-1.07896,0.52959
-0.40786,-1.08119,0.52705
-0.40388,-1.08340,0.52451
-0.39385,-1.03760,0.55635
-0.39750,-1.03534,0.55902
-0.39019,-1.03985,0.55368
-0.40301,-1.04297,0.54954
-0.39708,-1.03867,0.50809
-0.39320,-1.04079,0.50573
-0.38932,-1.04289,0.50336
-0.49839,-1.46825,0.66625
-0.49336,-1.45079,0.67138
-0.49040,-1.47137,0.64254
-0.49452,-1.46580,0.64570
-0.48987,-1.44835,0.65078
-0.48649,-1.45575,0.64813
-0.49240,-1.44288,0.64414
-0.48739,-1.45031,0.63184
-0.49899,-1.49996,0.61532
-0.49511,-1.47694,0.60451
-0.48978,-1.47966,0.60087
-0.49657,-1.47512,0.61369
-0.49822,-1.45672,0.62315
-0.49291,-1.45306,0.60307
-0.49418,-1.43932,0.60397
-0.49810,-1.45673,0.59889
-0.49290,-1.46674,0.58787
-0.48915,-1.47403,0.58540
-0.49227,-1.47218,0.57990
-0.49269,-1.44840,0.58777
-0.49154,-1.44908,0.56455
-0.49444,-1.45538,0.55183
-0.49207,-1.47513,0.52920
-0.49250,-1.45772,0.52947
-0.49671,-1.47048,0.51815
-0.49246,-1.46832,0.50922
-0.49366,-1.43517,0.67166
-0.48075,-1.41250,0.67012
-0.47693,-1.38610,0.66702
-0.48338,-1.41363,0.64582
-0.48560,-1.42833,0.63056
-0.48531,-1.41095,0.63039
-0.47682,-1.22954,0.66734
-0.47269,-1.23237,0.66390
-0.46855,-1.23518,0.66046
-0.48684,-1.43658,0.62312
-0.48038,-1.40183,0.61849
-0.48873,-1.43565,0.60833
-0.48102,-1.42246,0.57285
-0.48140,-1.41324,0.56577
-0.48332,-1.43409,0.55275
-0.48606,-1.42412,0.55440
-0.42867,-1.12680,0.61168
-0.44985,-1.17497,0.53346
-0.44544,-1.17735,0.53084
-0.44103,-1.17970,0.52821
-0.50896,-1.50845,0.46322
-0.52160,-1.55555,0.49432
-0.52997,-1.57146,0.49120
-0.52500,-1.58621,0.49576
-0.52561,-1.57966,0.48930
-0.52277,-1.59253,0.48805
-0.53265,-1.58434,0.47909
-0.52721,-1.58972,0.47686
-0.52967,-1.58340,0.48435
-0.52700,-1.57377,0.46364
-0.51793,-1.56124,0.45390
-0.52301,-1.55500,0.45580
-0.52282,-1.58286,0.46202
-0.52919,-1.58004,0.44516
-0.50351,-1.51945,0.43037
-0.51004,-1.52322,0.41775
-0.52454,-1.57311,0.42957
-0.52141,-1.57178,0.41497
-0.51926,-1.55953,0.40832
-0.52317,-1.59308,0.40936
-0.52444,-1.56896,0.40367
-0.52607,-1.59025,0.39809
-0.52505,-1.58175,0.39182
-0.52200,-1.56758,0.38524
-0.53174,-1.63267,0.48511
-0.52487,-1.62045,0.48889
-0.53319,-1.61506,0.48576
-0.53010,-1.61200,0.47136
-0.52427,-1.60260,0.47563
-0.53406,-1.60192,0.47295
-0.53418,-1.63476,0.49973
-0.52922,-1.64207,0.49752
-0.52669,-1.65690,0.49636
-0.52282,-1.66796,0.49462
-0.53141,-1.66255,0.49162
-0.53171,-1.65501,0.48505
-0.52812,-1.63619,0.47713
-0.52984,-1.63336,0.47121
-0.52628,-1.66136,0.48276
-0.52700,-1.67051,0.47001
-0.52942,-1.65476,0.47100
-0.53613,-1.60730,0.45400
-0.52931,-1.62395,0.46442
-0.53466,-1.63242,0.45997
-0.52985,-1.61077,0.45173
-0.52874,-1.60041,0.44495
-0.52763,-1.62647,0.45090
-0.53160,-1.63119,0.44588
-0.53328,-1.62930,0.44015
-0.53734,-1.67079,0.46740
-0.53706,-1.66230,0.46079
-0.53180,-1.66957,0.45882
-0.52519,-1.63463,0.44365
-0.52810,-1.63652,0.43839
-0.53336,-1.66674,0.45287
-0.52873,-1.67739,0.49044
-0.51583,-1.68354,0.49027
-0.51845,-1.70245,0.49921
-0.53110,-1.70829,0.49139
-0.52446,-1.67901,0.48196
-0.53387,-1.67644,0.47939
-0.51654,-1.68228,0.46970
-0.53473,-1.70262,0.47968
-0.52905,-1.70898,0.47735
-0.51550,-1.69742,0.48332
-0.52281,-1.69763,0.48123
-0.51671,-1.69174,0.47664
-0.51213,-1.71036,0.48134
-0.52839,-1.69857,0.47050
-0.51224,-1.70087,0.47406
-0.51731,-1.70941,0.47020
-0.52943,-1.71206,0.49746
-0.51459,-1.71352,0.49682
-0.51147,-1.72742,0.49490
-0.52634,-1.71749,0.48932
-0.52271,-1.73046,0.48772
-0.53153,-1.74302,0.49832
-0.52576,-1.74941,0.49574
-0.52407,-1.73624,0.49543
-0.51258,-1.72708,0.47432
-0.53137,-1.74088,0.47823
-0.52784,-1.73804,0.48325
-0.51565,-1.74797,0.48353
-0.53316,-1.73804,0.47230
-0.50979,-1.74287,0.47273
-0.53145,-1.67618,0.46513
-0.51902,-1.68228,0.46449
-0.52924,-1.68533,0.45784
-0.52948,-1.69384,0.46433
-0.51620,-1.69708,0.46295
-0.51220,-1.69955,0.45400
-0.51760,-1.69329,0.45692
-0.53080,-1.68250,0.45192
-0.53443,-1.68628,0.44675
-0.52917,-1.68690,0.43864
-0.51961,-1.68381,0.44461
-0.52191,-1.68381,0.43922
-0.53204,-1.70300,0.44588
-0.52146,-1.69803,0.45223
-0.51546,-1.70240,0.44906
-0.52881,-1.71024,0.43847
-0.51669,-1.69860,0.44314
-0.51925,-1.69955,0.43792
-0.52888,-1.71626,0.46406
-0.51136,-1.71379,0.46682
-0.52337,-1.72352,0.46193
-0.52793,-1.73016,0.45726
-0.53138,-1.71626,0.45857
-0.51219,-1.72480,0.45405
-0.52011,-1.73563,0.46521
-0.51425,-1.74953,0.46855
-0.51564,-1.74572,0.46275
-0.51092,-1.74628,0.45341
-0.52980,-1.72826,0.45147
-0.53357,-1.71531,0.45285
-0.51298,-1.71910,0.44779
-0.52981,-1.72067,0.44507
-0.51668,-1.72385,0.44319
-0.51107,-1.73010,0.44031
-0.52753,-1.60384,0.43047
-0.52856,-1.59913,0.42329
-0.52745,-1.62613,0.43040
-0.52377,-1.60724,0.42180
-0.53158,-1.62424,0.41787
-0.52869,-1.63237,0.41085
-0.52503,-1.65034,0.43733
-0.52410,-1.63899,0.42929
-0.52702,-1.63994,0.42274
-0.52663,-1.66227,0.42257
-0.52311,-1.65943,0.42893
-0.52884,-1.63899,0.41703
-0.52431,-1.64238,0.40958
-0.52906,-1.66322,0.41705
-0.52928,-1.60536,0.40491
-0.52561,-1.60589,0.39191
-0.52093,-1.59738,0.39673
-0.52817,-1.62480,0.40457
-0.52133,-1.62722,0.40269
-0.52444,-1.63101,0.39758
-0.52567,-1.62912,0.39187
-0.52895,-1.61062,0.38682
-0.52718,-1.60021,0.38048
-0.52288,-1.61017,0.37947
-0.51845,-1.64194,0.40188
-0.52308,-1.65048,0.39718
-0.52861,-1.66186,0.39254
-0.52482,-1.64479,0.38576
-0.53148,-1.64143,0.38736
-0.52653,-1.64479,0.38023
-0.52970,-1.64953,0.37514
-0.51818,-1.68816,0.43067
-0.51860,-1.68056,0.42286
-0.52859,-1.70075,0.43061
-0.52909,-1.69411,0.42326
-0.51294,-1.69533,0.42812
-0.50985,-1.71010,0.42664
-0.51842,-1.67297,0.41635
-0.51543,-1.68772,0.41501
-0.52931,-1.68178,0.41092
-0.52072,-1.67392,0.41109
-0.51545,-1.68107,0.40875
-0.52255,-1.68517,0.40899
-0.52683,-1.70511,0.41630
-0.53305,-1.69981,0.41815
-0.52262,-1.69846,0.42126
-0.51643,-1.69818,0.42188
-0.51138,-1.70629,0.41950
-0.51237,-1.69582,0.40740
-0.53106,-1.73361,0.43133
-0.51441,-1.73391,0.43556
-0.52734,-1.73894,0.42263
-0.51205,-1.74395,0.42779
-0.51482,-1.71105,0.41478
-0.52824,-1.72847,0.41052
-0.51301,-1.72392,0.40775
-0.52829,-1.73513,0.41667
-0.51377,-1.73346,0.41434
-0.51388,-1.74108,0.42076
-0.51969,-1.68867,0.40429
-0.52795,-1.68422,0.39233
-0.52428,-1.67852,0.39744
-0.51759,-1.67536,0.39717
-0.51338,-1.68630,0.39541
-0.52814,-1.69657,0.40441
-0.52129,-1.69993,0.40253
-0.51600,-1.70153,0.40271
-0.51029,-1.70771,0.40023
-0.52351,-1.69518,0.39120
-0.51923,-1.71280,0.39604
-0.51711,-1.72487,0.39708
-0.51866,-1.57892,0.35564
-0.52070,-1.58081,0.35022
-0.50921,-1.54709,0.31424
-0.52710,-1.59123,0.33852
-0.51619,-1.58827,0.30955
-0.51436,-1.57212,0.28618
-0.52978,-1.59832,0.36932
-0.52858,-1.61302,0.36310
-0.53006,-1.59454,0.36343
-0.53206,-1.62817,0.36973
-0.52678,-1.59407,0.34418
-0.52497,-1.62108,0.35673
-0.52514,-1.61728,0.35092
-0.52710,-1.61823,0.34418
-0.52883,-1.64194,0.36903
-0.53101,-1.64384,0.36352
-0.52457,-1.65287,0.36813
-0.52297,-1.65287,0.37366
-0.52388,-1.67045,0.36206
-0.52826,-1.65952,0.36295
-0.51825,-1.66821,0.35961
-0.52693,-1.65097,0.35703
-0.52877,-1.64717,0.34439
-0.52409,-1.66664,0.35647
-0.53113,-1.65952,0.35188
-0.51766,-1.66154,0.35348
-0.52594,-1.66284,0.34390
-0.51818,-1.65868,0.34772
-0.52336,-1.60305,0.33794
-0.52550,-1.60590,0.33262
-0.52232,-1.62342,0.33774
-0.52524,-1.59831,0.32122
-0.52321,-1.59546,0.32662
-0.52436,-1.62247,0.32672
-0.52297,-1.61487,0.32092
-0.52056,-1.63144,0.32060
-0.53187,-1.64907,0.33343
-0.52721,-1.66284,0.33840
-0.51938,-1.66708,0.34284
-0.52338,-1.66630,0.33619
-0.52994,-1.66759,0.33312
-0.51670,-1.66957,0.33419
-0.52737,-1.64952,0.31600
-0.53017,-1.63387,0.31634
-0.52687,-1.68471,0.36854
-0.52523,-1.67631,0.37414
-0.52376,-1.67996,0.37378
-0.51894,-1.68058,0.37180
-0.51905,-1.67582,0.36589
-0.51387,-1.68388,0.36404
-0.52493,-1.70899,0.37398
-0.52414,-1.70137,0.36794
-0.51573,-1.69532,0.37064
-0.52360,-1.69470,0.36196
-0.52382,-1.69089,0.35637
-0.51592,-1.68578,0.35884
-0.51620,-1.68197,0.35303
-0.52947,-1.67901,0.35155
-0.52588,-1.67963,0.34435
-0.51148,-1.69668,0.35732
-0.51205,-1.69382,0.35166
-0.52188,-1.71040,0.35597
-0.52794,-1.69947,0.35125
-0.52044,-1.69150,0.34852
-0.51567,-1.70146,0.34699
-0.52187,-1.71994,0.36743
-0.51351,-1.71387,0.36986
-0.52518,-1.72567,0.36221
-0.51643,-1.71864,0.36504
-0.51626,-1.72802,0.36625
-0.51185,-1.72957,0.36341
-0.52468,-1.73425,0.37387
-0.52360,-1.74712,0.36185
-0.51169,-1.71905,0.35159
-0.51111,-1.72192,0.35724
-0.52537,-1.71708,0.35076
-0.52672,-1.71613,0.34392
-0.51083,-1.71140,0.34544
-0.52424,-1.67851,0.33792
-0.51917,-1.68292,0.34225
-0.52665,-1.68232,0.33263
-0.51903,-1.67339,0.32908
-0.51539,-1.69095,0.33385
-0.51470,-1.69382,0.34088
-0.50988,-1.70375,0.33938
-0.52141,-1.70719,0.32984
-0.52888,-1.71899,0.33853
-0.52800,-1.71231,0.33276
-0.52206,-1.71942,0.33191
-0.51701,-1.72287,0.33440
-0.52395,-1.60917,0.30465
-0.52372,-1.63240,0.30459
-0.52637,-1.61392,0.29927
-0.52176,-1.59682,0.29199
-0.52229,-1.62003,0.28651
-0.52617,-1.64286,0.31041
-0.52888,-1.64571,0.29939
-0.52632,-1.66517,0.30475
-0.51867,-1.66194,0.31193
-0.51164,-1.66422,0.31015
-0.50460,-1.66647,0.30837
-0.52778,-1.66708,0.29927
-0.52711,-1.63715,0.29225
-0.52502,-1.60252,0.28113
-0.52173,-1.61622,0.28096
-0.52327,-1.61908,0.27547
-0.52873,-1.67565,0.31060
-0.52446,-1.68465,0.30455
-0.52741,-1.69132,0.29919
-0.52832,-1.69991,0.31051
-0.52123,-1.70318,0.30981
-0.52242,-1.67224,0.29188
-0.52021,-1.72651,0.30966
-0.52539,-1.71369,0.30457
-0.52595,-1.71273,0.29903
-0.52140,-1.72460,0.29866
-0.50477,-1.58896,0.15573
-0.53009,-1.63240,0.24097
-0.52277,-1.63278,0.22480
-0.52788,-1.65088,0.24657
-0.53169,-1.63810,0.24651
-0.52600,-1.64421,0.24108
-0.52285,-1.63373,0.23576
-0.52082,-1.65221,0.23581
-0.52430,-1.63755,0.21924
-0.53240,-1.66327,0.22965
-0.52635,-1.66938,0.22997
-0.52283,-1.65794,0.22474
-0.52079,-1.62802,0.19761
-0.52669,-1.64517,0.21359
-0.51960,-1.64840,0.20336
-0.52342,-1.65984,0.21384
-0.51855,-1.66975,0.21424
-0.52992,-1.65565,0.20770
-0.52273,-1.65794,0.20839
-0.52523,-1.64136,0.20278
-0.52686,-1.64802,0.19126
-0.52266,-1.65889,0.19733
-0.51752,-1.66784,0.19792
-0.52566,-1.66938,0.19137
-0.53147,-1.68751,0.24642
-0.52872,-1.67797,0.24093
-0.52647,-1.69745,0.24651
-0.52081,-1.70547,0.24663
-0.52820,-1.70223,0.24089
-0.52809,-1.70127,0.23539
-0.52380,-1.68694,0.23008
-0.51673,-1.69016,0.23046
-0.52764,-1.67320,0.21892
-0.52151,-1.67930,0.22479
-0.52271,-1.68312,0.21927
-0.52147,-1.70547,0.22473
-0.52475,-1.71694,0.23551
-0.52339,-1.71312,0.24103
-0.52227,-1.73741,0.24653
-0.52444,-1.74316,0.23547
-0.52166,-1.73454,0.24105
-0.51855,-1.72304,0.23029
-0.52411,-1.71408,0.21911
-0.51836,-1.72209,0.21952
-0.52637,-1.74890,0.22433
-0.52464,-1.68981,0.20814
-0.51971,-1.69973,0.21408
-0.52165,-1.70642,0.20840
-0.52567,-1.69363,0.20262
-0.51695,-1.69207,0.19793
-0.52723,-1.70032,0.19110
-0.52009,-1.72879,0.20315
-0.52176,-1.73358,0.21383
-0.52367,-1.74028,0.20814
-0.51695,-1.74542,0.20877
-0.52730,-1.72555,0.20239
-0.52247,-1.71121,0.19169
-0.51790,-1.72304,0.19226
-0.52559,-1.74795,0.19680
-0.51731,-1.62135,0.17635
-0.50838,-1.59849,0.16028
-0.51922,-1.62897,0.17052
-0.52202,-1.63373,0.18660
-0.52001,-1.65221,0.18685
-0.52350,-1.66461,0.18098
-0.52887,-1.65660,0.18019
-0.52453,-1.66938,0.17510
-0.52660,-1.65469,0.16224
-0.51976,-1.65984,0.15793
-0.52185,-1.66461,0.16310
-0.50910,-1.60516,0.14921
-0.52262,-1.67129,0.15188
-0.51667,-1.63469,0.13640
-0.51665,-1.63755,0.13075
-0.52848,-1.66993,0.13928
-0.51789,-1.66366,0.13605
-0.51843,-1.66843,0.13024
-0.52398,-1.69076,0.18622
-0.52215,-1.68599,0.18113
-0.51820,-1.67452,0.17610
-0.51357,-1.68538,0.17682
-0.52491,-1.67224,0.16946
-0.52092,-1.68503,0.17012
-0.52023,-1.68503,0.16336
-0.51654,-1.69686,0.17084
-0.52367,-1.69840,0.15709
-0.51901,-1.70738,0.16354
-0.51896,-1.70929,0.15798
-0.52244,-1.71216,0.18639
-0.52323,-1.71599,0.18091
-0.51980,-1.73166,0.18139
-0.51676,-1.72687,0.16391
-0.52282,-1.74507,0.16967
-0.51755,-1.73166,0.15821
-0.52216,-1.67224,0.14624
-0.51762,-1.68312,0.14720
-0.51857,-1.68885,0.14149
-0.52213,-1.69554,0.15194
-0.51784,-1.71025,0.14710
-0.52115,-1.71886,0.15209
-0.52132,-1.72460,0.14080
-0.52011,-1.72651,0.12970
-0.51509,-1.73358,0.13657
-0.51188,-1.63564,0.10939
-0.52189,-1.65755,0.12384
-0.52142,-1.65946,0.11815
-0.51732,-1.67129,0.11925
-0.51827,-1.65279,0.11321
-0.51840,-1.66517,0.09570
-0.52526,-1.67140,0.08192
-0.51604,-1.67089,0.07914
-0.51417,-1.64476,0.07401
-0.52233,-1.66664,0.07693
-0.51370,-1.66803,0.07413
-0.51923,-1.67415,0.12450
-0.51370,-1.68503,0.12020
-0.51997,-1.68369,0.11267
-0.51886,-1.70605,0.11293
-0.51652,-1.67606,0.10794
-0.51706,-1.68178,0.10208
-0.52291,-1.67565,0.10031
-0.51490,-1.67892,0.09679
-0.51403,-1.69363,0.10863
-0.51653,-1.70605,0.10220
-0.51972,-1.72842,0.12426
-0.51729,-1.72747,0.11333
-0.52093,-1.73608,0.11813
-0.51671,-1.72938,0.10777
-0.51804,-1.71560,0.09571
-0.51617,-1.73608,0.09627
-0.51998,-1.74468,0.10106
-0.52433,-1.68899,0.08805
-0.52957,-1.68091,0.08634
-0.52151,-1.68422,0.08317
-0.51846,-1.69514,0.08997
-0.51625,-1.69228,0.08494
-0.51678,-1.69895,0.07882
-0.50995,-1.68083,0.07547
-0.51471,-1.67660,0.06781
-0.52098,-1.67235,0.06546
-0.51402,-1.69991,0.06802
-0.52040,-1.72802,0.08926
-0.50996,-1.72364,0.08702
-0.51596,-1.71751,0.08499
-0.51396,-1.71560,0.07978
-0.51793,-1.74660,0.09003
-0.51595,-1.74947,0.07901
-0.51072,-1.65522,0.05124
-0.51123,-1.64622,0.03729
-0.51352,-1.66047,0.02991
-0.51143,-1.66047,0.02438
-0.51273,-1.66186,0.00481
-0.51988,-1.67425,0.05971
-0.51532,-1.68422,0.06146
-0.51817,-1.67425,0.05427
-0.51589,-1.69185,0.05515
-0.51974,-1.71090,0.04740
-0.52359,-1.67947,0.03959
-0.51826,-1.68662,0.04184
-0.51309,-1.67711,0.03640
-0.51656,-1.71422,0.06091
-0.51570,-1.71708,0.05517
-0.51782,-1.73043,0.04815
-0.51783,-1.74521,0.06035
-0.51694,-1.71566,0.03462
-0.51282,-1.72757,0.03641
-0.51055,-1.67520,0.03122
-0.51322,-1.69137,0.02347
-0.22479,-0.63463,0.45519
-0.22264,-0.63603,0.45344
-0.22761,-0.64122,0.46193
-0.22545,-0.64265,0.46014
-0.22322,-0.63205,0.44534
-0.21895,-0.62803,0.44202
-0.22162,-0.62893,0.43998
-0.21943,-0.63028,0.43831
-0.22688,-0.64050,0.45245
-0.22364,-0.63921,0.44988
-0.21775,-0.62978,0.45377
-0.20779,-0.63835,0.44548
-0.20832,-0.64057,0.44179
-0.21632,-0.63295,0.45258
-0.21419,-0.63431,0.45081
-0.21695,-0.63521,0.44882
-0.21139,-0.63387,0.44848
-0.21480,-0.63657,0.44707
-0.20926,-0.63521,0.44671
-0.21355,-0.61952,0.44609
-0.21299,-0.63251,0.44142
-0.21730,-0.62983,0.44486
-0.21514,-0.63118,0.44314
-0.21678,-0.62938,0.44033
-0.21462,-0.63071,0.43864
-0.20724,-0.62350,0.44096
-0.20513,-0.62480,0.43924
-0.20412,-0.57115,0.37626
-0.20192,-0.57225,0.37508
-0.19994,-0.56475,0.37707
-0.19677,-0.54798,0.37836
-0.22286,-0.62624,0.43684
-0.21904,-0.61769,0.43003
-0.22067,-0.62758,0.43520
-0.22067,-0.63022,0.42733
-0.22611,-0.63293,0.42331
-0.21973,-0.63644,0.42279
-0.22964,-0.64603,0.43369
-0.23028,-0.64918,0.43011
-0.22761,-0.64962,0.42825
-0.21923,-0.62248,0.41865
-0.22022,-0.63627,0.41214
-0.22729,-0.63786,0.42040
-0.22497,-0.63916,0.41885
-0.21924,-0.63682,0.41862
-0.22947,-0.64551,0.41814
-0.22195,-0.63864,0.41684
-0.22032,-0.64173,0.41575
-0.22711,-0.64681,0.41660
-0.22702,-0.64136,0.41290
-0.22326,-0.63900,0.41051
-0.22090,-0.64026,0.40900
-0.20374,-0.61487,0.43411
-0.20164,-0.61614,0.43244
-0.20285,-0.61343,0.42953
-0.20073,-0.61468,0.42788
-0.19862,-0.61593,0.42623
-0.21244,-0.63203,0.43695
-0.21505,-0.63293,0.43497
-0.21724,-0.63161,0.43664
-0.21285,-0.63424,0.43329
-0.21627,-0.63022,0.43192
-0.21848,-0.62891,0.43356
-0.21407,-0.63153,0.43027
-0.20897,-0.63100,0.43034
-0.19953,-0.61740,0.43076
-0.20678,-0.63228,0.42867
-0.20458,-0.63354,0.42699
-0.21619,-0.63282,0.42413
-0.21394,-0.63409,0.42252
-0.20442,-0.62717,0.42310
-0.21387,-0.62519,0.42624
-0.20880,-0.62466,0.42636
-0.21166,-0.62647,0.42463
-0.20662,-0.62592,0.42473
-0.21302,-0.65008,0.41436
-0.21745,-0.63773,0.42119
-0.21516,-0.63900,0.41960
-0.21799,-0.64300,0.41419
-0.21301,-0.64243,0.41436
-0.21694,-0.63809,0.41706
